id,name,followers,genre,popularity
74OaRjmyh0XyRZsQQQ5l7c,Jasleen Royal,1451218,"['filmi', 'indian singer-songwriter', 'modern bollywood']",72
2YRyPiW98bpkARAS4B3OQP,Dei V,160739,"['trap latino', 'urbano latino']",74
0sP79Bq6zJj6EskteStNBW,Malie Donn,47476,"['dancehall', 'traphall']",49
4obzFoKoKRHIphyHzJ35G3,Becky G,13956252,"['latin pop', 'latin viral pop', 'rap latina', 'reggaeton', 'trap latino', 'urbano latino']",78
3vvLuXEEf7sl3izJcw0GIn,Skryptonite,2243544,"['central asian hip hop', 'kazakh hip hop', 'russian hip hop', 'russian trap']",62
3JhNCzhSMTxs9WLGJJxWOY,Macklemore,2121151,"['pop rap', 'seattle hip hop']",76
0YpXDLh8xp0ojwc1GBKCxC,Mellow Strings,273,[],53
7FOQfJbC3e4GNoheojERnF,SleazyWorld Go,251767,['rva drill'],62
3a4bEvoyyeZPOLxCkSgPO6,A.V.G,30580,[],55
64d1rUxfizSAOE9UbMnUZd,Sezen Aksu,8268360,['turkish pop'],72
7MiDcPa6UiV3In7lIM71IN,Gusttavo Lima,20655331,"['agronejo', 'arrocha', 'sertanejo', 'sertanejo universitario']",80
19k8AgwwTSxeaxkOuCQEJs,Jelly Roll,2668697,"['country rap', 'nashville hip hop', 'tennessee hip hop']",75
4dqqy9z09htrVsRiJpoQmw,DESH,108304,"['hungarian hip hop', 'hungarian pop']",63
4O15NlyKLIASxsJ0PrXPfz,Lil Uzi Vert,16056577,"['hip hop', 'melodic rap', 'philly rap', 'rage rap', 'rap']",85
4PLdCloYxu2bMKfuuB9lI5,MC PH,1055814,"['funk consciente', 'funk paulista']",76
5xYNmNkaWRqu3e5F4UXME8,Alfredo Olivas,6717476,"['banda', 'corrido', 'musica mexicana', 'norteno', 'sad sierreno', 'sierreno']",80
3cAisWS37sGCCtRgWfvrod,Diamond Platnumz,828556,"['azontobeats', 'bongo flava', 'tanzanian pop']",57
5JarRSarAfQfxuIHbLpBh7,Chilled Ambience,10,[],30
20zafXaLhm5IcXnSU93rNn,Nadin Amizah,2510055,['indonesian pop'],73
4PzYKhC14sTJNEr0dzoo0d,Luísa Sonza,4906617,"['funk carioca', 'pop nacional']",78
7j6DKwmjbxvpQO8h914uEz,Ryan Castro,1925813,"['reggaeton', 'trap colombiano', 'trap latino', 'urbano latino']",79
0k17h0D3J5VfsdmQ1iZtE9,Pink Floyd,19683184,"['album rock', 'art rock', 'classic rock', 'progressive rock', 'psychedelic rock', 'rock', 'symphonic rock']",77
5BcAKTbp20cv7tC5VqPFoC,Macklemore & Ryan Lewis,2615971,"['pop rap', 'seattle hip hop']",73
4RVnAU35WRWra6OZ3CbbMA,Kylie Minogue,1817777,"['australian dance', 'australian pop', 'dance pop', 'eurodance', 'new wave pop']",72
2UZIAOlrnyZmyzt1nuXr9y,Nicki Nicole,5039901,"['argentine hip hop', 'r&b argentino', 'trap argentino', 'trap latino', 'urbano latino']",78
1X6cBGnXpEpN7CmflLKmLV,Kizz Daniel,2039469,"['afrobeats', 'afropop', 'azontobeats', 'nigerian pop']",66
5Y3MV9DZ0d87NnVm56qSY1,Tiago PZK,4140823,"['trap argentino', 'trap latino', 'urbano latino']",78
70kkdajctXSbqSMJbQO424,Kacey Musgraves,1249662,"['classic texas country', 'contemporary country', 'country dawn']",76
788jOE9HMUy9heDK8EIkon,Kamo Mphela,342695,['amapiano'],49
76UCIJTB0jcJvBaL0CdIqx,Takagi & Ketra,494710,"['italian adult pop', 'italian pop']",68
76UCIJTB0jcJvBaL0CdIqx,Takagi & Ketra,494710,"['italian adult pop', 'italian pop']",68
0TnOYISbd1XYRBk9myaseg,Pitbull,10207202,"['dance pop', 'miami hip hop', 'pop']",81
4Ga1P7PMIsmqEZqhYZQgDo,Lil Tecca,6452457,"['melodic rap', 'pluggnb', 'rap']",80
2z2TRvloJt4EfUNQp9rHAi,Alonzo,1835410,"['french hip hop', 'pop urbaine', 'r&b francais', 'rap francais', 'rap marseille']",67
0eDvMgVFoNV3TpwtrVCoTj,Pop Smoke,13114861,"['brooklyn drill', 'rap']",80
2elBjNSdBE2Y3f0j1mjrql,Jay Chou,5004954,"['c-pop', 'mandopop', 'taiwan pop', 'zhongguo feng']",72
6wWVKhxIU2cEi0K81v7HvP,Rammstein,8781255,"['german metal', 'industrial', 'industrial metal', 'industrial rock', 'neue deutsche harte']",78
4yvRXgtIPiDMzH3wb1JPh7,Aleksandra Prijovic,224618,['turbo folk'],58
6C1X5Uh3DPIkC2gaVq00BL,Jala Brat,650761,"['balkan hip hop', 'turbo folk']",62
32vWCbZh0xZ4o9gkz4PsEU,Dolly Parton,2259832,"['classic country pop', 'country', 'country dawn']",70
4oLeXFyACqeem2VImYeBFe,Fred again..,1032182,"['edm', 'house', 'stutter house']",76
6olE6TJLqED3rqDCT0FyPh,Nirvana,18364976,"['grunge', 'permanent wave', 'rock']",80
3DbwFQlvLxRSi2uX8mf81A,Sexyy Red,277773,['trap queen'],74
0qKRRwXdVtrVIEdPFr8vvo,Benj Pasek,4203,[],30
2q9wk5fkeU2C9CgCKdh4AN,Mc IG,2009629,"['funk carioca', 'funk consciente', 'funk mtg', 'funk paulista']",79
0a1SidMjD8D6EHvJph4n2H,Ruger,1831345,"['afrobeats', 'nigerian pop']",63
5Vo1hnCRmCM6M4thZCInCj,OFFICIAL HIGE DANDISM,6046489,"['anime', 'anime rock', 'j-pop']",71
0hCNtLu0JehylgoiP8L4Gh,Nicki Minaj,29767996,"['hip pop', 'pop', 'queens hip hop', 'rap']",85
6sBSLIunx1Je0Y2T77wpkP,Motive,868969,"['turkish hip hop', 'turkish trap']",71
1Zj4GtouAnxHq4qw7ooLfm,Mert Demir,131876,['turkish alt pop'],64
5lEkQtWa3UKlI1hj7sktcd,Calin,420594,"['czech pop', 'czsk emo rap', 'czsk hip hop']",63
